 Row          Object Name                 EquJ2000.0       Object  Velocity/Redshift    Mag./  Separ.               Number of                                 Row r of                                 Row 
 No.     (* => Essential Note)       RA               DEC  Type     km/s       z   Qual Filter arcmin Refs Notes Phot Posn Vel/z Diam Assoc Images   Spectra  No. 
190  3C 381                         18h33m46.3s +47d27m03s G      >30000  0.160500      17.46    ...   154     5   86    5     0    2     0 Retrieve Retrieve 190 
191  3C 390.3                       18h42m09.0s +79d46m17s G       16818  0.056100      14.37    ...   618    18  119    5     4    2     1 Retrieve Retrieve 191 
192  PKS 1839-48                    18h43m14.6s -48d36m23s G      >30000  0.111200      17.5     ...    25     5   35    3     0    4     0 Retrieve Retrieve 192 
193  3C 388                         18h44m02.4s +45d33m30s G       27491  0.091700      15.68    ...   203     5   93    5     3    5     0 Retrieve Retrieve 193 
194  [HB89] 1928+738                19h27m48.5s +73d58m02s QSO    >30000  0.302100      16.5     ...   291    16   36    4     0    0     1 Retrieve Retrieve 194 
195  PKS 1932-46                    19h35m56.5s -46d20m41s G      >30000  0.231000      18.5     ...    39     4   29    3     0    0     1 Retrieve Retrieve 195 
196 *PKS 1934-63                    19h39m25.0s -63d42m46s G      >30000  0.183000      18.4     ...    89     3   34    4     1    0     0 Retrieve Retrieve 196 
197  3C 401                         19h40m25.1s +60d41m35s G      >30000  0.201100      17.13    ...   136     3   59    3     0    3     1 Retrieve Retrieve 197 
198  PKS 1938-15                    19h41m15.1s -15d24m31s QSO    >30000  0.452000      20.0     ...    40     6   30    2     0    0     0 Retrieve Retrieve 198 
199  3C 403                         19h52m15.8s +02d30m24s G       17688  0.059000      16.5     ...   134     5   77    6     2    2     0 Retrieve Retrieve 199 
200  [HB89] 1954-388                19h57m59.8s -38d45m06s QSO    >30000  0.630000      17.07    ...    90     5   29    5     0    0     0 Retrieve Retrieve 200 
201 *PKS 1954-55                    19h58m16.6s -55d09m40s G       17418  0.058100      16.5     ...    38     8   20    3     1    2     0 Retrieve Retrieve 201 
202  PKS 2008-068                   20h11m14.2s -06d44m04s G      >30000  0.547000      21.1     ...    54     4   30    3     2    0     0 Retrieve Retrieve 202 
203  COINS J2022+6136               20h22m06.7s +61d36m59s G      >30000  0.227000      19.5     ...   156     3   37    3     0    0     0 Retrieve Retrieve 203 
204  PKS 2032-35                    20h35m47.8s -34d54m09s G      >30000  0.560000 PHOT 22.5     ...    24     2   25    2     0    0     0 Retrieve Retrieve 204 
205  [HB89] 2052-474                20h56m16.3s -47d14m48s QSO    >30000  1.489000      19.1     ...    99     3   28    4     0    0     0 Retrieve Retrieve 205 
206  NGC 6998                       21h01m37.7s -28d01m55s G       11890  0.039661      15.16    ...    72     7   45    7     5   16     0 Retrieve Retrieve 206 
207  NGC 7018                       21h07m25.3s -25d25m40s GTrpl   11634  0.038807       ...     ...    59     4   27    5     1    3     0 Retrieve Retrieve 207 
208  [HB89] 2106-413                21h09m33.2s -41d10m21s QSO    >30000  1.058000      21.0     ...    52     1   20    5     0    0     0 Retrieve Retrieve 208 
209  3C 433                         21h23m44.5s +25d04m12s GPair  >30000  0.101600       ...     ...   192     2  107    5     0    1     0 Retrieve Retrieve 209 
210  PKS 2127+04                    21h30m32.9s +05d02m17s G      >30000  0.990000      23.3     ...    84     6   55    5     2    0     0 Retrieve Retrieve 210 
211  [HB89] 2128-123                21h31m35.2s -12d07m05s QSO    >30000  0.501000      15.46    ...   278     8   55    5     1    0     0 Retrieve Retrieve 211 
212  [HB89] 2134+004                21h36m38.6s +00d41m54s QSO    >30000  1.932000      17.1g    ...   349     9  115   10     6    8     0 Retrieve Retrieve 212 
213 *TXS 2134+000                   21h37m01.3s +00d13m46s RadioS    ...       ...       ...     ...     3     0    1    0     0    0     0 Retrieve Retrieve 213 
214  [HB89] 2135-147                21h37m45.2s -14d32m56s QSO    >30000  0.200300      15.91    ...   279    11   98    2     0    2     0 Retrieve Retrieve 214 
215  PKS 2135-209                   21h37m50.0s -20d42m32s G      >30000  0.635000      20.4     ...    45     3   17    2     0    0     0 Retrieve Retrieve 215 
216  [HB89] 2145+067                21h48m05.4s +06d57m39s QSO    >30000  0.990000      16.47    ...   317     9   90    7     0    0     1 Retrieve Retrieve 216 
217  PKS 2150-52                    21h54m07.3s -51d50m18s G      >30000  0.790000 PHOT 18.0     ...    19     2   18    3     0    0     0 Retrieve Retrieve 217 
218  3C 438                         21h55m52.3s +38d00m30s G      >30000  0.290000      19.20    ...   141     2   74    6     0    3     0 Retrieve Retrieve 218 
219 *ESO 075- G 041                 21h57m06.0s -69d41m24s G        8476  0.028273      14.3     ...   105     7   62    8     5   16     1 Retrieve Retrieve 219 
220  BL Lac                         22h02m43.3s +42d16m40s QSO     20566  0.068600      14.5     ...   845    20  172    7     1    0     0 Retrieve Retrieve 220 
221  [HB89] 2203-188 NED02          22h06m10.4s -18d35m39s QSO    >30000  0.618500      18.50    ...    96     3   45    3     0    0     1 Retrieve Retrieve 221 
222  3C 444                         22h14m25.7s -17d01m36s G      >30000  0.153000      17.8     ...    74     1   45    4     1    2     0 Retrieve Retrieve 222 
223  3C 445                         22h23m49.6s -02d06m12s G       16848  0.056200      17.0     ...   243     7   75    6     3    2     0 Retrieve Retrieve 223 
224 *3C 446                         22h25m47.2s -04d57m01s QSO    >30000  1.404000      17.19    ...   446     9  123    9     0    0     0 Retrieve Retrieve 224 
225 *CGCG 514-050                   22h31m20.9s +39d21m48s GPair    5122  0.017085       ...     ...   213    11   58    6     1    3     0 Retrieve Retrieve 225 
226  [HB89] 2230+114                22h32m36.4s +11d43m51s QSO    >30000  1.037000      17.33    ...   479    14   86    5     0    0     0 Retrieve Retrieve 226 
227  3C 452                         22h45m48.8s +39d41m16s G       24313  0.081100      16.00    ...   188     5   80    6     1    3     1 Retrieve Retrieve 227 
228  [HB89] 2243-123                22h46m18.2s -12d06m51s QSO    >30000  0.632000      16.45    ...   150     6   31    5     0    0     0 Retrieve Retrieve 228 
229  [HB89] 2245-328                22h48m38.7s -32d35m52s QSO    >30000  2.268000      18.6     ...    65     1   15    4     0    0     0 Retrieve Retrieve 229 
230  PKS 2250-41                    22h53m03.1s -40d57m46s G      >30000  0.310000      20.0     ...    41     5   23    3     0    0     0 Retrieve Retrieve 230 
231  3C 454.3                       22h53m57.7s +16d08m54s QSO    >30000  0.859000      16.1     ...   709    16  152    7     1    0     0 Retrieve Retrieve 231 
232  3C 459                         23h16m35.2s +04d05m18s G      >30000  0.219900      18.7     ...   161    11   89    7     1    0     0 Retrieve Retrieve 232 
233  [HB89] 2326-477                23h29m17.7s -47d30m19s QSO    >30000  1.299000      16.79    ...    95     0   17    4     0    0     1 Retrieve Retrieve 233 
234  PKS 2331-41                    23h34m26.2s -41d25m24s G      >30000  0.907000      19.5     ...    25     2   29    3     0    0     0 Retrieve Retrieve 234 
235 *NGC 7720                       23h38m29.4s +27d01m53s GPair    9060  0.030221       ...     ...   331    12   89    7    17    5     0 Retrieve Retrieve 235 
236  [HB89] 2342+821                23h44m03.8s +82d26m40s QSO    >30000  0.735000      20.5     ...    56     6   25    1     1    0     0 Retrieve Retrieve 236 
237  [HB89] 2345-167                23h48m02.6s -16d31m12s QSO    >30000  0.600000      17.5     ...   191     1   49    5     0    0     0 Retrieve Retrieve 237 
238  COINS J2355+4950               23h55m09.4s +49d50m08s G      >30000  0.237900      20.1     ...   132     3   39    3     0    0     0 Retrieve Retrieve 238 
239  PKS 2356-61                    23h59m04.3s -60d54m59s G       28872  0.096306      16.0     ...    65     2   40    6     2    2     0 Retrieve Retrieve 239 
